soc_code,element_name,importance_score,source
11-9121,Critical Thinking,4.0,skill
11-9121,Critical Thinking,4.38,skill
11-9121,Active Learning,3.5,skill
11-9121,Active Learning,4.75,skill
11-9121,Learning Strategies,3.5,skill
11-9121,Learning Strategies,3.88,skill
11-9121,Monitoring,4.0,skill
11-9121,Monitoring,4.12,skill
11-9121,Reading Comprehension,4.0,skill
11-9121,Reading Comprehension,4.25,skill
11-9121,Active Listening,4.0,skill
11-9121,Active Listening,4.0,skill
11-9121,Writing,4.0,skill
11-9121,Writing,4.0,skill
11-9121,Speaking,3.88,skill
11-9121,Speaking,4.0,skill
11-9121,Mathematics,2.88,skill
11-9121,Mathematics,3.0,skill
11-9121,Science,3.0,skill
11-9121,Science,3.0,skill
11-9121,Critical Thinking,3.75,skill
11-9121,Critical Thinking,4.0,skill
11-9121,Active Learning,3.38,skill
11-9121,Active Learning,4.0,skill
11-9121,Learning Strategies,3.12,skill
11-9121,Learning Strategies,3.38,skill
11-9121,Monitoring,3.62,skill
11-9121,Monitoring,3.75,skill
11-9121,Reading Comprehension,4.0,skill
11-9121,Reading Comprehension,4.12,skill
11-9121,Active Listening,4.0,skill
11-9121,Active Listening,4.0,skill
11-9121,Writing,4.0,skill
11-9121,Writing,4.0,skill
11-9121,Speaking,4.0,skill
11-9121,Speaking,4.0,skill
11-9121,Mathematics,3.25,skill
11-9121,Mathematics,3.75,skill
11-9121,Science,3.0,skill
11-9121,Science,3.25,skill
11-9121,Critical Thinking,4.0,skill
11-9121,Critical Thinking,4.0,skill
11-9121,Active Learning,3.25,skill
11-9121,Active Learning,3.75,skill
11-9121,Learning Strategies,3.12,skill
11-9121,Learning Strategies,3.25,skill
11-9121,Monitoring,3.25,skill
11-9121,Monitoring,3.75,skill
11-9131,Reading Comprehension,4.0,skill
11-9131,Reading Comprehension,3.88,skill
11-9131,Active Listening,4.0,skill
11-9131,Active Listening,3.38,skill
11-9131,Writing,3.25,skill
11-9131,Writing,3.75,skill
11-9131,Speaking,4.0,skill
11-9131,Speaking,4.0,skill
11-9131,Mathematics,2.75,skill
11-9131,Mathematics,2.5,skill
11-9131,Science,1.5,skill
11-9131,Science,0.5,skill
11-9131,Critical Thinking,3.75,skill
11-9131,Critical Thinking,3.88,skill
11-9131,Active Learning,3.25,skill
11-9131,Active Learning,3.12,skill
11-9131,Learning Strategies,3.38,skill
11-9131,Learning Strategies,3.25,skill
11-9131,Monitoring,3.75,skill
11-9131,Monitoring,3.62,skill
11-9141,Reading Comprehension,3.88,skill
11-9141,Reading Comprehension,4.0,skill
11-9141,Active Listening,3.75,skill
11-9141,Active Listening,4.0,skill
11-9141,Writing,3.62,skill
11-9141,Writing,4.0,skill
11-9141,Speaking,4.0,skill
11-9141,Speaking,4.0,skill
11-9141,Mathematics,3.0,skill
11-9141,Mathematics,3.0,skill
11-9141,Science,1.38,skill
11-9141,Science,0.5,skill
11-9141,Critical Thinking,3.5,skill
11-9141,Critical Thinking,3.88,skill
11-9141,Active Learning,3.0,skill
11-9141,Active Learning,3.12,skill
11-9141,Learning Strategies,2.75,skill
11-9141,Learning Strategies,3.12,skill
11-9141,Monitoring,3.12,skill
11-9141,Monitoring,3.12,skill
11-9151,Reading Comprehension,3.75,skill
11-9151,Reading Comprehension,4.12,skill
11-9151,Active Listening,3.88,skill
11-9151,Active Listening,4.25,skill
11-9151,Writing,3.75,skill
11-9151,Writing,4.0,skill
11-9151,Speaking,3.75,skill
11-9151,Speaking,4.12,skill
11-9151,Mathematics,2.62,skill
11-9151,Mathematics,3.12,skill
11-9151,Science,2.25,skill
11-9151,Science,2.0,skill
11-9151,Critical Thinking,3.88,skill
11-9151,Critical Thinking,4.12,skill
11-9151,Active Learning,3.88,skill
11-9151,Active Learning,3.88,skill
11-9151,Learning Strategies,3.62,skill
11-9151,Learning Strategies,3.75,skill
11-9151,Monitoring,3.88,skill
11-9151,Monitoring,4.0,skill
11-9161,Reading Comprehension,4.0,skill
11-9161,Reading Comprehension,4.12,skill
11-9161,Active Listening,4.0,skill
11-9161,Active Listening,4.12,skill
11-9161,Writing,4.0,skill
11-9161,Writing,4.25,skill
11-9161,Speaking,4.12,skill
11-9161,Speaking,4.25,skill
11-9161,Mathematics,3.0,skill
11-9161,Mathematics,3.0,skill
11-9161,Science,1.88,skill
11-9161,Science,1.5,skill
11-9161,Critical Thinking,4.0,skill
11-9161,Critical Thinking,4.38,skill
11-9161,Active Learning,3.75,skill
11-9161,Active Learning,4.25,skill
11-9161,Learning Strategies,3.88,skill
11-9161,Learning Strategies,4.0,skill
11-9161,Monitoring,4.0,skill
11-9161,Monitoring,4.62,skill
11-9171,Reading Comprehension,3.62,skill
11-9171,Reading Comprehension,3.88,skill
11-9171,Active Listening,3.88,skill
11-9171,Active Listening,3.88,skill
11-9171,Writing,3.12,skill
11-9171,Writing,3.62,skill
11-9171,Speaking,3.5,skill
11-9171,Speaking,3.75,skill
11-9171,Mathematics,2.62,skill
11-9171,Mathematics,2.62,skill
11-9171,Science,1.5,skill
11-9171,Science,0.5,skill
11-9171,Critical Thinking,3.5,skill
11-9171,Critical Thinking,3.62,skill
11-9171,Active Learning,2.88,skill
11-9171,Active Learning,3.0,skill
11-9171,Learning Strategies,2.88,skill
11-9171,Learning Strategies,3.0,skill
11-9171,Monitoring,3.38,skill
11-9171,Monitoring,3.38,skill
11-9179,Reading Comprehension,3.62,skill
11-9179,Reading Comprehension,3.88,skill
11-9179,Active Listening,3.75,skill
11-9179,Active Listening,3.62,skill
11-9179,Writing,3.5,skill
11-9179,Writing,3.62,skill
11-9179,Speaking,3.88,skill
11-9179,Speaking,4.0,skill
11-9179,Mathematics,2.12,skill
11-9179,Mathematics,2.38,skill
11-9179,Science,1.75,skill
11-9179,Science,1.25,skill
11-9179,Critical Thinking,3.62,skill
11-9179,Critical Thinking,3.75,skill
11-9179,Active Learning,3.38,skill
11-9179,Active Learning,3.5,skill
11-9179,Learning Strategies,3.38,skill
11-9179,Learning Strategies,3.75,skill
11-9179,Monitoring,3.38,skill
11-9179,Monitoring,3.75,skill
11-9179,Reading Comprehension,3.38,skill
11-9179,Reading Comprehension,3.75,skill
11-9179,Active Listening,3.75,skill
11-9179,Active Listening,3.5,skill
11-9179,Writing,3.12,skill
11-9179,Writing,3.62,skill
11-9179,Speaking,4.0,skill
11-9179,Speaking,4.0,skill
11-9179,Mathematics,2.75,skill
11-9179,Mathematics,2.88,skill
11-9179,Science,1.12,skill
11-9179,Science,0.12,skill
11-9179,Critical Thinking,3.88,skill
11-9179,Critical Thinking,4.0,skill
11-9179,Active Learning,3.5,skill
11-9179,Active Learning,3.88,skill
11-9179,Learning Strategies,3.38,skill
11-9179,Learning Strategies,3.62,skill
11-9179,Monitoring,4.0,skill
11-9179,Monitoring,4.12,skill
11-9199,Reading Comprehension,4.12,skill
11-9199,Reading Comprehension,4.12,skill
11-9199,Active Listening,4.0,skill
11-9199,Active Listening,4.0,skill
11-9199,Writing,4.25,skill
11-9199,Writing,4.12,skill
11-9199,Speaking,4.0,skill
11-9199,Speaking,4.12,skill
11-9199,Mathematics,2.38,skill
11-9199,Mathematics,2.62,skill
11-9199,Science,2.38,skill
11-9199,Science,1.88,skill
11-9199,Critical Thinking,3.88,skill
11-9199,Critical Thinking,4.0,skill
11-9199,Active Learning,3.5,skill
11-9199,Active Learning,3.75,skill
11-9199,Learning Strategies,3.0,skill
11-9199,Learning Strategies,3.5,skill
11-9199,Monitoring,3.62,skill
11-9199,Monitoring,4.12,skill
11-9199,Reading Comprehension,4.0,skill
11-9199,Reading Comprehension,4.12,skill
11-9199,Active Listening,3.88,skill
11-9199,Active Listening,4.12,skill
11-9199,Writing,3.88,skill
11-9199,Writing,4.12,skill
11-9199,Speaking,3.88,skill
11-9199,Speaking,4.12,skill
11-9199,Mathematics,2.12,skill
11-9199,Mathematics,2.25,skill
11-9199,Science,1.38,skill
11-9199,Science,0.5,skill
11-9199,Critical Thinking,4.0,skill
11-9199,Critical Thinking,4.25,skill
11-9199,Active Learning,3.75,skill
11-9199,Active Learning,3.88,skill
11-9199,Learning Strategies,3.25,skill
11-9199,Learning Strategies,3.5,skill
11-9199,Monitoring,3.75,skill
11-9199,Monitoring,4.62,skill
11-9199,Reading Comprehension,4.0,skill
11-9199,Reading Comprehension,4.0,skill
11-9199,Active Listening,4.0,skill
11-9199,Active Listening,4.0,skill
11-9199,Writing,3.75,skill
11-9199,Writing,3.88,skill
11-9199,Speaking,4.0,skill
11-9199,Speaking,4.0,skill
11-9199,Mathematics,2.75,skill
11-9199,Mathematics,2.75,skill
11-9199,Science,1.0,skill
11-9199,Science,0.0,skill
11-9199,Critical Thinking,3.88,skill
11-9199,Critical Thinking,4.0,skill
11-9199,Active Learning,3.75,skill
11-9199,Active Learning,3.75,skill
11-9199,Learning Strategies,3.25,skill
11-9199,Learning Strategies,3.25,skill
11-9199,Monitoring,3.88,skill
11-9199,Monitoring,4.0,skill
11-9199,Reading Comprehension,3.88,skill
11-9199,Reading Comprehension,4.0,skill
11-9199,Active Listening,4.0,skill
11-9199,Active Listening,4.0,skill
11-9199,Writing,3.75,skill
11-9199,Writing,4.0,skill
11-9199,Speaking,3.88,skill
11-9199,Speaking,4.0,skill
11-9199,Mathematics,3.0,skill
11-9199,Mathematics,3.25,skill
11-9199,Science,2.0,skill
11-9199,Science,1.12,skill
11-9199,Critical Thinking,3.88,skill
11-9199,Critical Thinking,4.0,skill
11-9199,Active Learning,3.0,skill
11-9199,Active Learning,3.62,skill
11-9199,Learning Strategies,3.0,skill
11-9199,Learning Strategies,3.12,skill
11-9199,Monitoring,3.88,skill
11-9199,Monitoring,4.12,skill
11-9199,Reading Comprehension,3.88,skill
11-9199,Reading Comprehension,4.25,skill
11-9199,Active Listening,3.75,skill
11-9199,Active Listening,3.75,skill
11-9199,Writing,3.88,skill
11-9199,Writing,3.88,skill
11-9199,Speaking,3.88,skill
11-9199,Speaking,3.75,skill
11-9199,Mathematics,3.0,skill
11-9199,Mathematics,3.5,skill
11-9199,Science,1.75,skill
11-9199,Science,1.12,skill
11-9199,Critical Thinking,4.0,skill
11-9199,Critical Thinking,4.25,skill
11-9199,Active Learning,3.38,skill
11-9199,Active Learning,4.0,skill
11-9199,Learning Strategies,2.75,skill
11-9199,Learning Strategies,2.88,skill
11-9199,Monitoring,3.5,skill
11-9199,Monitoring,3.88,skill
11-9199,Reading Comprehension,4.0,skill
11-9199,Reading Comprehension,4.5,skill
11-9199,Active Listening,3.88,skill
11-9199,Active Listening,4.0,skill
11-9199,Writing,3.88,skill
11-9199,Writing,4.12,skill
11-9199,Speaking,4.0,skill
11-9199,Speaking,4.12,skill
11-9199,Mathematics,3.62,skill
11-9199,Mathematics,3.88,skill
11-9199,Science,3.0,skill
11-9199,Science,3.25,skill
11-9199,Critical Thinking,4.0,skill
11-9199,Critical Thinking,4.25,skill
11-9199,Active Learning,3.25,skill
11-9199,Active Learning,3.88,skill
11-9199,Learning Strategies,3.0,skill
11-9199,Learning Strategies,3.0,skill
11-9199,Monitoring,4.0,skill
11-9199,Monitoring,4.12,skill
13-1011,Reading Comprehension,4.0,skill
13-1011,Reading Comprehension,4.0,skill
13-1011,Active Listening,4.0,skill
13-1011,Active Listening,4.0,skill
13-1011,Writing,3.62,skill
13-1011,Writing,3.88,skill
13-1011,Speaking,4.0,skill
13-1011,Speaking,4.0,skill
13-1011,Mathematics,2.12,skill
13-1011,Mathematics,2.0,skill
13-1011,Science,1.62,skill
13-1011,Science,0.62,skill
13-1011,Critical Thinking,3.75,skill
13-1011,Critical Thinking,3.75,skill
13-1011,Active Learning,3.5,skill
13-1011,Active Learning,3.5,skill
13-1011,Learning Strategies,2.62,skill
13-1011,Learning Strategies,2.75,skill
13-1011,Monitoring,2.88,skill
13-1011,Monitoring,3.0,skill
13-1021,Reading Comprehension,3.38,skill
13-1021,Reading Comprehension,3.5,skill
13-1021,Active Listening,3.75,skill
13-1021,Active Listening,3.38,skill
13-1021,Writing,3.12,skill
13-1021,Writing,3.12,skill
13-1021,Speaking,3.88,skill
13-1021,Speaking,3.88,skill
13-1021,Mathematics,3.0,skill
13-1021,Mathematics,3.0,skill
13-1021,Science,1.62,skill
13-1021,Science,1.38,skill
13-1021,Critical Thinking,3.88,skill
13-1021,Critical Thinking,3.75,skill
13-1021,Active Learning,3.12,skill
13-1021,Active Learning,3.12,skill
13-1021,Learning Strategies,2.5,skill
13-1021,Learning Strategies,3.0,skill
13-1021,Monitoring,3.12,skill
13-1021,Monitoring,3.12,skill
13-1022,Reading Comprehension,3.25,skill
13-1022,Reading Comprehension,3.88,skill
13-1022,Active Listening,3.75,skill
13-1022,Active Listening,3.88,skill
13-1022,Writing,3.0,skill
13-1022,Writing,3.38,skill
13-1022,Speaking,3.75,skill
13-1022,Speaking,3.88,skill
13-1022,Mathematics,3.12,skill
13-1022,Mathematics,3.38,skill
13-1022,Science,1.75,skill
13-1022,Science,0.88,skill
13-1022,Critical Thinking,3.75,skill
13-1022,Critical Thinking,4.0,skill
13-1022,Active Learning,3.38,skill
13-1022,Active Learning,3.88,skill
13-1022,Learning Strategies,2.88,skill
13-1022,Learning Strategies,3.25,skill
13-1022,Monitoring,3.12,skill
13-1022,Monitoring,4.0,skill
13-1023,Reading Comprehension,4.12,skill
13-1023,Reading Comprehension,4.12,skill
13-1023,Active Listening,4.0,skill
13-1023,Active Listening,4.0,skill
13-1023,Writing,4.0,skill
13-1023,Writing,4.0,skill
13-1023,Speaking,4.0,skill
13-1023,Speaking,4.0,skill
13-1023,Mathematics,3.0,skill
13-1023,Mathematics,3.12,skill
13-1023,Science,1.12,skill
13-1023,Science,0.12,skill
13-1023,Critical Thinking,3.88,skill
13-1023,Critical Thinking,3.88,skill
13-1023,Active Learning,3.88,skill
13-1023,Active Learning,3.88,skill
13-1023,Learning Strategies,3.0,skill
13-1023,Learning Strategies,3.12,skill
13-1023,Monitoring,3.75,skill
13-1023,Monitoring,3.88,skill
13-1031,Reading Comprehension,4.12,skill
13-1031,Reading Comprehension,4.5,skill
13-1031,Active Listening,4.0,skill
13-1031,Active Listening,4.25,skill
13-1031,Writing,3.62,skill
13-1031,Writing,3.88,skill
13-1031,Speaking,3.88,skill
13-1031,Speaking,4.0,skill
13-1031,Mathematics,2.88,skill
13-1031,Mathematics,2.88,skill
13-1031,Science,1.38,skill
13-1031,Science,0.5,skill
13-1031,Critical Thinking,4.0,skill
13-1031,Critical Thinking,4.25,skill
13-1031,Active Learning,3.25,skill
13-1031,Active Learning,3.5,skill
13-1031,Learning Strategies,2.5,skill
13-1031,Learning Strategies,2.75,skill
13-1031,Monitoring,3.38,skill
13-1031,Monitoring,3.88,skill
13-1032,Reading Comprehension,3.5,skill
13-1032,Reading Comprehension,3.62,skill
13-1032,Active Listening,3.5,skill
13-1032,Active Listening,3.88,skill
13-1032,Writing,3.75,skill
13-1032,Writing,3.25,skill
13-1032,Speaking,3.75,skill
13-1032,Speaking,3.75,skill
13-1032,Mathematics,2.62,skill
13-1032,Mathematics,2.75,skill
13-1032,Science,1.12,skill
13-1032,Science,0.25,skill
13-1032,Critical Thinking,3.38,skill
13-1032,Critical Thinking,3.75,skill
13-1032,Active Learning,2.88,skill
13-1032,Active Learning,3.0,skill
13-1032,Learning Strategies,2.12,skill
13-1032,Learning Strategies,1.5,skill
13-1032,Monitoring,2.5,skill
13-1032,Monitoring,2.88,skill
13-1041,Reading Comprehension,4.0,skill
13-1041,Reading Comprehension,3.75,skill
13-1041,Active Listening,3.75,skill
13-1041,Active Listening,3.88,skill
13-1041,Writing,3.75,skill
13-1041,Writing,3.62,skill
13-1041,Speaking,3.88,skill
13-1041,Speaking,3.62,skill
13-1041,Mathematics,2.12,skill
13-1041,Mathematics,1.88,skill
13-1041,Science,1.0,skill
13-1041,Science,0.0,skill
13-1041,Critical Thinking,3.5,skill
13-1041,Critical Thinking,3.62,skill
13-1041,Active Learning,3.0,skill
13-1041,Active Learning,3.12,skill
13-1041,Learning Strategies,2.88,skill
13-1041,Learning Strategies,2.75,skill
13-1041,Monitoring,3.38,skill
13-1041,Monitoring,3.62,skill
13-1041,Reading Comprehension,4.0,skill
13-1041,Reading Comprehension,4.75,skill
13-1041,Active Listening,3.88,skill
13-1041,Active Listening,4.0,skill
13-1041,Writing,3.88,skill
13-1041,Writing,4.12,skill
13-1041,Speaking,3.88,skill
13-1041,Speaking,4.25,skill
13-1041,Mathematics,3.0,skill
13-1041,Mathematics,3.12,skill
13-1041,Science,3.0,skill
13-1041,Science,3.25,skill
13-1041,Critical Thinking,4.0,skill
13-1041,Critical Thinking,4.25,skill
13-1041,Active Learning,3.75,skill
13-1041,Active Learning,4.12,skill
13-1041,Learning Strategies,3.0,skill
13-1041,Learning Strategies,3.25,skill
13-1041,Monitoring,3.75,skill
13-1041,Monitoring,4.38,skill
13-1041,Reading Comprehension,4.12,skill
13-1041,Reading Comprehension,4.75,skill
13-1041,Active Listening,4.25,skill
13-1041,Active Listening,4.62,skill
13-1041,Writing,3.88,skill
13-1041,Writing,4.38,skill
13-1041,Speaking,4.0,skill
13-1041,Speaking,4.25,skill
13-1041,Mathematics,2.5,skill
13-1041,Mathematics,2.75,skill
13-1041,Science,1.62,skill
13-1041,Science,0.75,skill
13-1041,Critical Thinking,4.0,skill
13-1041,Critical Thinking,4.5,skill
13-1041,Active Learning,3.75,skill
13-1041,Active Learning,4.0,skill
13-1041,Learning Strategies,3.0,skill
13-1041,Learning Strategies,3.38,skill
13-1041,Monitoring,3.38,skill
13-1041,Monitoring,3.88,skill
13-1041,Reading Comprehension,4.0,skill
13-1041,Reading Comprehension,4.25,skill
13-1041,Active Listening,4.12,skill
13-1041,Active Listening,4.12,skill
13-1041,Writing,4.0,skill
13-1041,Writing,4.0,skill
13-1041,Speaking,4.0,skill
13-1041,Speaking,4.12,skill
13-1041,Mathematics,2.88,skill
13-1041,Mathematics,3.12,skill
13-1041,Science,1.88,skill
13-1041,Science,1.25,skill
13-1041,Critical Thinking,4.0,skill
13-1041,Critical Thinking,4.12,skill
13-1041,Active Learning,3.5,skill
13-1041,Active Learning,3.38,skill
13-1041,Learning Strategies,3.0,skill
13-1041,Learning Strategies,3.12,skill
13-1041,Monitoring,3.38,skill
13-1041,Monitoring,4.12,skill
13-1041,Reading Comprehension,4.0,skill
13-1041,Reading Comprehension,4.5,skill
13-1041,Active Listening,3.88,skill
13-1041,Active Listening,4.0,skill
13-1041,Writing,3.62,skill
13-1041,Writing,4.0,skill
13-1041,Speaking,4.12,skill
13-1041,Speaking,4.0,skill
13-1041,Mathematics,2.62,skill
13-1041,Mathematics,2.62,skill
13-1041,Science,3.25,skill
13-1041,Science,3.75,skill
13-1041,Critical Thinking,4.12,skill
13-1041,Critical Thinking,4.0,skill
13-1041,Active Learning,3.38,skill
13-1041,Active Learning,3.88,skill
13-1041,Learning Strategies,3.12,skill
13-1041,Learning Strategies,3.12,skill
13-1041,Monitoring,3.25,skill
13-1041,Monitoring,3.5,skill
13-1041,Reading Comprehension,3.88,skill
13-1041,Reading Comprehension,4.75,skill
13-1041,Active Listening,4.0,skill
13-1041,Active Listening,4.0,skill
13-1041,Writing,4.0,skill
13-1041,Writing,4.12,skill
13-1041,Speaking,4.0,skill
13-1041,Speaking,4.12,skill
13-1041,Mathematics,2.5,skill
13-1041,Mathematics,2.88,skill
13-1041,Science,1.88,skill
13-1041,Science,1.12,skill
13-1041,Critical Thinking,3.88,skill
13-1041,Critical Thinking,4.25,skill
13-1041,Active Learning,3.25,skill
13-1041,Active Learning,3.88,skill
13-1041,Learning Strategies,3.0,skill
13-1041,Learning Strategies,3.0,skill
13-1041,Monitoring,3.25,skill
13-1041,Monitoring,3.75,skill
13-1041,Reading Comprehension,3.88,skill
13-1041,Reading Comprehension,4.0,skill
13-1041,Active Listening,4.0,skill
13-1041,Active Listening,4.0,skill
13-1041,Writing,3.75,skill
13-1041,Writing,3.88,skill
13-1041,Speaking,3.75,skill
13-1041,Speaking,4.0,skill
13-1041,Mathematics,3.0,skill
13-1041,Mathematics,3.0,skill
13-1041,Science,1.0,skill
13-1041,Science,0.0,skill
13-1041,Critical Thinking,3.75,skill
13-1041,Critical Thinking,3.88,skill
13-1041,Active Learning,3.25,skill
13-1041,Active Learning,3.62,skill
13-1041,Learning Strategies,3.12,skill
13-1041,Learning Strategies,3.0,skill
13-1041,Monitoring,3.25,skill
13-1041,Monitoring,3.62,skill
13-1051,Reading Comprehension,4.0,skill
13-1051,Reading Comprehension,4.12,skill
13-1051,Active Listening,3.75,skill
13-1051,Active Listening,4.0,skill
13-1051,Writing,3.5,skill
13-1051,Writing,4.0,skill
13-1051,Speaking,3.88,skill
13-1051,Speaking,4.0,skill
13-1051,Mathematics,4.0,skill
13-1051,Mathematics,4.12,skill
13-1051,Science,1.38,skill
13-1051,Science,0.38,skill
13-1051,Critical Thinking,3.75,skill
13-1051,Critical Thinking,4.12,skill
13-1051,Active Learning,3.25,skill
13-1051,Active Learning,3.88,skill
13-1051,Learning Strategies,2.88,skill
13-1051,Learning Strategies,3.0,skill
13-1051,Monitoring,3.0,skill
13-1051,Monitoring,3.25,skill
13-1071,Reading Comprehension,4.0,skill
13-1071,Reading Comprehension,4.0,skill
13-1071,Active Listening,4.0,skill
13-1071,Active Listening,4.0,skill
13-1071,Writing,3.88,skill
13-1071,Writing,4.0,skill
13-1071,Speaking,4.12,skill
13-1071,Speaking,4.0,skill
13-1071,Mathematics,2.0,skill
13-1071,Mathematics,2.0,skill
13-1071,Science,1.12,skill
13-1071,Science,0.12,skill
13-1071,Critical Thinking,3.88,skill
